€time,temp,humi,press,soilMois,soilTemp,winSpeed,winDirect,rain
152171,24,49,1047,50,255,23,0,???,0.043999999999999994        
214180,24,49,1047,20,255,22,0,???,0.043999999999999994        
276149,24,48,1047,19,255,22,0,???,0.043999999999999994        
338113,24,48,1047,11,8,22,0,E,0.055                           
400156,24,48,1047,15,255,22,0,???,0.077000000000000001        
462202,24,47,1047,236,255,23,1.3404825737265415,???,0.077000000000000001                      
524244,26,45,1047,251,255,21,0,???,0.077000000000000001       
586457,26,43,1047,252,255,21,0,???,0.077000000000000001       
648510,27,42,1047,251,8,21,0,???,0.077000000000000001         
710567,27,42,1047,227,8,21,0.67024128686327077,???,0.11       
772489,27,43,1047,227,255,20,0.33512064343163538,SW,0.11      
834433,27,43,1047,240,255,20,0,???,0.11                       
896719,27,42,1047,232,8,20,0,???,0.11                         
959086,27,42,1047,230,25,20,0,???,0.11                        
1021233,27,42,1047,230,255,19,1.0053619302949061,???,0.11     
1083230,27,42,1047,230,255,19,0.33512064343163538,???,0.11    
1145142,27,42,1047,230,255,20,0.33512064343163538,???,0.11    
1207049,27,42,1047,230,255,20,0.67024128686327077,???,0.11    
1268956,27,42,1047,231,255,20,0.67024128686327077,???,0.11    
1330869,27,42,1047,232,255,21,0,N,0.11                        
1392977,27,41,1047,232,148,21,0,???,0.11                      
1455033,27,41,1047,232,255,22,0.67024128686327077,SE,0.11     
1517040,27,41,1047,233,255,22,0.67024128686327077,???,0.11    
1578953,27,41,1047,233,255,20,1.0053619302949061,???,0.11     
1640864,27,41,1047,232,255,19,0.33512064343163538,???,0.11    
1702776,27,40,1047,232,255,19,1.3404825737265415,NE,0.11      
1764720,27,40,1047,232,255,19,1.3404825737265415,???,0.11     
1826634,27,40,1047,231,255,19,2.0107238605898123,NE,0.11      
1888551,27,39,1047,231,255,19,1.3404825737265415,???,0.11     
1950463,27,38,1047,231,255,19,1.0053619302949061,???,0.11     
2012375,27,38,1047,231,255,19,0,SW,0.11                       
2074358,27,39,1047,232,255,19,1.0053619302949061,N,0.11       
2136279,27,38,1047,232,255,19,0.33512064343163538,???,0.11    
2198510,27,38,1047,233,817,19,0.67024128686327077,???,0.11    
2260426,27,38,1047,233,255,19,1.3404825737265415,???,0.11     
2322339,27,38,1047,234,255,19,1.3404825737265415,???,0.11     
2384248,27,38,1047,235,255,19,1.3404825737265415,NE,0.11      
2446167,27,37,1047,235,255,19,1.0053619302949061,???,0.11     
2508077,28,36,1047,238,255,19,0.33512064343163538,???,0.11    
2569989,28,36,1047,238,255,19,0.33512064343163538,N,0.11      
2631903,28,36,1047,239,255,19,2.0107238605898123,???,0.11     
2693809,29,35,1047,237,255,19,0,???,0.11                      
2755920,29,35,1047,238,814,19,1.0053619302949061,???,0.11     
2817872,29,35,1047,237,814,19,0.67024128686327077,???,0.11    
2879833,29,35,1047,236,816,19,1.0053619302949061,???,0.11     
2941744,29,35,1047,236,255,19,1.0053619302949061,???,0.11     
3003657,30,35,1047,236,255,19,0.33512064343163538,???,0.11    
3065695,30,34,1047,235,255,19,0.67024128686327077,SE,0.11     
3127647,30,34,1047,235,814,19,0.33512064343163538,???,0.11    
3189684,30,34,1047,235,255,19,0.33512064343163538,???,0.11    
3251592,30,34,1047,235,255,19,0,SE,0.11                       
3313570,30,34,1047,235,255,19,0.67024128686327077,???,0.11    
3375542,30,34,1047,235,255,19,0.67024128686327077,???,0.11    
3437494,30,34,1047,235,255,19,1.0053619302949061,???,0.11     
3499566,30,34,1047,235,814,19,0.33512064343163538,???,0.11    
3561480,30,34,1047,235,255,19,0.33512064343163538,???,0.11    
3623552,30,34,1047,234,255,19,0.67024128686327077,???,0.11    
3685459,30,34,1047,234,255,19,0.67024128686327077,???,0.11    
3747372,30,34,1047,234,255,19,0,???,0.11                      
3809349,30,34,1047,234,255,19,1.0053619302949061,???,0.11     
3871260,30,34,1047,234,255,19,0.67024128686327077,???,0.11    
3933171,30,34,1047,234,255,19,1.0053619302949061,???,0.11     
3995120,29,33,1047,235,255,19,0.33512064343163538,???,0.11    
4057029,30,34,1047,236,255,19,0.33512064343163538,???,0.11    
4118935,30,33,1047,237,255,19,0.33512064343163538,???,0.11    
4180887,30,32,1047,239,255,19,0.33512064343163538,???,0.11    
4242889,30,32,1047,240,815,19,1.3404825737265415,???,0.11     
4304865,31,32,1047,241,815,19,1.0053619302949061,???,0.11     
4366945,31,31,1047,239,816,19,1.6756032171581769,???,0.11     
4428859,31,31,1047,239,255,19,1.3404825737265415,???,0.11     
4490771,31,31,1047,239,255,19,0.33512064343163538,???,0.11    
4552683,32,31,1047,238,255,19,0.33512064343163538,???,0.11    
4614596,32,31,1047,237,255,19,0.33512064343163538,???,0.11    
4676511,32,31,1047,236,255,19,2.0107238605898123,???,0.11     
4738462,32,31,1047,236,255,19,0.33512064343163538,???,0.11    
4800568,32,32,1047,236,255,19,0.33512064343163538,???,0.11    
4862618,31,32,1047,236,255,19,1.0053619302949061,???,0.11     
4924565,31,32,1047,235,255,19,0.33512064343163538,???,0.11    
4986517,31,32,1047,236,815,19,0.33512064343163538,???,0.11    
5048593,31,32,1047,236,255,19,1.0053619302949061,???,0.11     
5110543,31,32,1047,236,255,19,1.3404825737265415,???,0.11     
5172570,31,31,1047,237,816,19,1.6756032171581769,???,0.11     
5234517,31,31,1047,241,255,19,0.67024128686327077,N,0.11      
5296474,32,31,1047,240,255,19,1.0053619302949061,???,0.11     
5358425,32,31,1047,238,815,19,0.67024128686327077,???,0.11    
5420593,32,31,1047,237,255,19,0,???,0.11                      
5482634,32,31,1047,236,816,19,0.33512064343163538,???,0.11    
5544585,32,31,1047,237,816,19,0.67024128686327077,???,0.11    
5606532,32,30,1047,238,255,19,2.0107238605898123,???,0.11     
5668543,32,30,1047,240,255,19,2.3458445040214477,???,0.11     
5730495,32,29,1047,239,255,19,1.3404825737265415,???,0.11     
5792406,32,30,1047,239,255,19,0.67024128686327077,???,0.11    
5854319,32,29,1047,238,255,19,1.6756032171581769,???,0.11     
5916229,32,29,1047,239,255,19,1.3404825737265415,???,0.11     
5978224,32,29,1047,242,255,19,1.0053619302949061,???,0.11     
6040139,32,29,1047,243,255,19,0.67024128686327077,???,0.11    
6102045,33,29,1047,242,255,19,1.0053619302949061,???,0.11     
6163995,33,29,1047,240,255,19,0.67024128686327077,???,0.11    
6226176,33,29,1047,240,255,19,1.0053619302949061,???,0.11     
6288316,33,29,1047,239,255,19,1.0053619302949061,SW,0.11      
6350232,33,29,1047,239,255,19,0.33512064343163538,???,0.11    
6412139,33,29,1047,241,255,19,1.3404825737265415,???,0.11     
6474093,33,29,1047,241,817,19,1.6756032171581769,???,0.11     
6536076,33,29,1047,240,816,19,1.0053619302949061,???,0.11     
6598027,33,28,1047,241,255,19,0,???,0.11                      
6660003,33,28,1047,240,255,19,1.6756032171581769,???,0.11     
6721954,33,28,1047,240,255,19,0.33512064343163538,???,0.11    
6784060,34,28,1047,240,255,19,0,???,0.11                      
6846075,33,28,1047,239,255,19,0.67024128686327077,NE,0.11     
6907991,33,28,1047,239,255,19,1.3404825737265415,???,0.11     
6969897,33,28,1047,239,255,19,1.0053619302949061,???,0.11     
7031812,34,27,1047,240,255,19,1.0053619302949061,???,0.11     
7093722,34,27,1047,240,255,19,0.67024128686327077,???,0.11    
7155638,34,27,1047,242,255,19,1.6756032171581769,???,0.11     
7217619,34,26,1047,241,816,19,2.3458445040214477,???,0.11     
7279534,34,27,1047,241,255,19,0.67024128686327077,???,0.11    
7341448,34,27,1047,240,255,19,1.3404825737265415,???,0.11     
7403399,34,27,1047,241,255,19,0.33512064343163538,???,0.11    
7465359,34,27,1047,241,255,19,1.0053619302949061,???,0.11     
7527379,34,27,1047,242,255,19,1.3404825737265415,???,0.11     
7589324,34,26,1047,241,255,19,1.3404825737265415,???,0.11     
7651433,34,26,1047,240,255,19,2.0107238605898123,???,0.11     
7713445,34,26,1047,239,255,19,1.6756032171581769,???,0.11     
7775397,34,26,1047,240,255,19,1.6756032171581769,???,0.11     
7837353,34,26,1047,240,255,19,3.0160857908847185,???,0.11     
7899435,34,26,1047,240,255,19,1.6756032171581769,???,0.11     
7961387,34,25,1047,242,255,19,1.6756032171581769,???,0.11     
8023341,34,25,1047,242,255,19,1.0053619302949061,???,0.11     
8085252,35,25,1047,242,255,19,1.6756032171581769,???,0.11     
8147163,35,25,1047,240,255,19,1.0053619302949061,???,0.11     
8209116,35,25,1047,240,815,19,1.0053619302949061,???,0.11     
8271062,35,25,1047,239,255,19,3.0160857908847185,???,0.11     
8333014,34,25,1047,240,255,19,1.3404825737265415,???,0.11     
8394907,35,25,1047,239,816,20,0.33512064343163538,???,0.11    
8456974,34,26,1047,238,255,19,0.67024128686327077,???,0.11    
8519004,35,26,1047,240,255,20,1.3404825737265415,???,0.11     
8581026,35,25,1047,241,817,20,0.67024128686327077,???,0.11    
8642936,35,25,1047,241,255,20,0.33512064343163538,???,0.11    
8704950,35,25,1047,240,817,20,2.0107238605898123,???,0.11     
8766919,35,25,1047,241,255,20,0.67024128686327077,NE,0.11     
8828834,35,25,1047,239,255,20,0.67024128686327077,???,0.11    
8890742,35,25,1047,241,255,20,1.0053619302949061,???,0.11     
8952701,35,25,1047,241,255,20,0.67024128686327077,???,0.11    
9014680,36,25,1047,242,255,20,2.0107238605898123,???,0.11     
9076619,36,24,1047,242,255,20,1.0053619302949061,???,0.11     
9138532,36,24,1047,240,255,20,2.0107238605898123,???,0.11     
9200539,36,24,1047,241,255,20,2.0107238605898123,???,0.11     
9262447,36,24,1047,241,255,20,1.0053619302949061,NE,0.11      
9324426,36,24,1047,242,255,20,2.3458445040214477,???,0.11     
9386454,37,24,1047,242,255,20,1.0053619302949061,S,0.11       
9448421,37,24,1047,240,255,20,0.33512064343163538,???,0.11    
9510341,37,24,1047,240,255,20,2.0107238605898123,???,0.11     
9572299,37,24,1047,240,255,20,1.0053619302949061,???,0.11     
9634214,37,24,1047,241,255,20,1.0053619302949061,???,0.11     
9696210,37,24,1046,241,255,20,0.67024128686327077,???,0.11    
9758207,37,24,1046,238,817,20,1.0053619302949061,???,0.11     
9820117,37,24,1046,236,255,20,1.3404825737265415,???,0.11     
9882149,37,24,1046,236,817,20,1.3404825737265415,SE,0.11      
9944068,36,24,1047,237,255,20,0.67024128686327077,???,0.11    
10005976,37,24,1046,241,255,20,1.0053619302949061,???,0.11    
10067976,37,24,1046,241,817,20,1.0053619302949061,???,0.11    
10129899,37,23,1047,242,817,20,1.3404825737265415,???,0.11    
10191857,37,23,1047,242,817,20,2.0107238605898123,E,0.11      
10253775,37,23,1046,242,255,20,2.6809651474530831,???,0.11    
10315688,37,23,1046,240,255,20,1.3404825737265415,SW,0.11     
10377642,37,23,1046,242,255,20,1.0053619302949061,???,0.11    
10439667,38,23,1046,243,255,20,1.0053619302949061,???,0.11    
10501623,38,22,1046,243,255,20,1.6756032171581769,???,0.11    
10563535,38,22,1046,243,255,20,0.67024128686327077,E,0.11     
10625614,38,22,1047,240,818,20,1.0053619302949061,???,0.11    
10687583,38,22,1046,239,817,20,1.6756032171581769,???,0.11    
10749758,38,22,1046,239,817,20,2.0107238605898123,S,0.11      
10811695,38,22,1046,242,255,20,0.67024128686327077,???,0.11   
10873715,38,22,1046,244,255,20,1.3404825737265415,N,0.11      
10935634,38,22,1046,243,255,20,4.0214477211796246,???,0.11    
10997633,38,22,1046,242,817,20,1.3404825737265415,???,0.11    
11059547,39,22,1046,240,255,20,1.0053619302949061,S,0.11      
11121726,38,22,1046,238,255,20,1.0053619302949061,???,0.11    
11183638,38,22,1046,239,255,20,2.0107238605898123,???,0.11    
11245562,38,23,1046,241,818,20,0.67024128686327077,???,0.11   
11307467,38,23,1046,239,255,20,0.67024128686327077,???,0.11   
11369377,38,23,1046,238,255,20,1.3404825737265415,???,0.11    
11431290,37,23,1046,236,255,20,1.3404825737265415,???,0.11    
11493772,37,23,1046,236,818,28,1.3404825737265415,???,0.11    
11555816,37,23,1046,239,818,20,1.6756032171581769,???,0.11    
11617894,37,23,1047,240,255,20,1.3404825737265415,???,0.11    
11679797,37,23,1046,239,255,20,2.3458445040214477,NE,0.11     
11741954,37,23,1046,240,255,20,3.6863270777479892,NE,0.11     
11803866,37,23,1046,241,255,20,1.0053619302949061,???,0.11    
11865983,37,22,1047,240,255,20,3.6863270777479892,???,0.11    
11927947,37,22,1046,235,255,20,1.6756032171581769,E,0.11      
11989875,37,23,1046,241,255,20,2.6809651474530831,NE,0.11     
12051918,37,23,1046,240,818,20,1.0053619302949061,???,0.11    
12114157,37,23,1046,236,255,20,1.0053619302949061,???,0.11    
12176095,37,23,1046,237,818,20,1.3404825737265415,???,0.11    
12238073,38,23,1047,243,255,20,0.67024128686327077,???,0.11   
12300021,38,22,1046,243,818,20,1.0053619302949061,???,0.11    
12361976,38,22,1046,239,818,20,2.0107238605898123,???,0.11    
12423919,38,22,1046,236,255,20,2.0107238605898123,???,0.11    
12485896,37,22,1046,238,255,20,4.6916890080428954,???,0.11    
12548017,37,22,1046,240,819,20,2.6809651474530831,???,0.11    
12609976,37,22,1046,238,255,20,1.3404825737265415,???,0.11    
12671935,37,23,1046,240,255,20,1.3404825737265415,???,0.11    
12733906,37,23,1046,240,255,20,2.6809651474530831,???,0.11    
12795991,37,23,1046,240,818,20,2.3458445040214477,???,0.11    
12858011,37,22,1046,241,255,20,0.67024128686327077,???,0.11   
12919920,37,22,1046,241,255,20,1.3404825737265415,E,0.11      
12981855,38,22,1046,241,255,20,4.3565683646112605,???,0.11    
13043806,38,22,1046,238,255,20,2.0107238605898123,???,0.11    
13105721,38,22,1046,240,255,20,1.0053619302949061,???,0.11    
13167608,38,22,1046,238,255,20,1.0053619302949061,???,0.11    
13229577,38,22,1046,240,255,20,2.0107238605898123,???,0.11    
13291551,38,22,1046,240,255,20,1.3404825737265415,???,0.11    
13353496,38,22,1046,239,255,20,1.6756032171581769,???,0.11    
13415408,38,22,1046,239,255,21,1.3404825737265415,???,0.11    
13477319,38,22,1046,240,255,21,0.67024128686327077,???,0.11   
13539282,38,22,1046,238,255,21,1.3404825737265415,S,0.11      
13601203,38,22,1046,238,255,21,1.0053619302949061,???,0.11    
13663175,38,22,1046,240,255,21,1.6756032171581769,???,0.11    
13725087,38,22,1046,241,255,21,1.3404825737265415,???,0.11    
13787003,38,22,1046,238,255,21,2.6809651474530831,???,0.11    
13848941,38,22,1046,239,255,21,1.3404825737265415,???,0.11    
13910844,38,22,1046,240,255,21,2.6809651474530831,E,0.11      
13972843,39,22,1046,238,255,21,1.0053619302949061,???,0.11    
14034813,38,22,1046,236,255,21,1.6756032171581769,???,0.11    
14096756,38,22,1046,237,255,21,1.6756032171581769,???,0.11    
14158757,38,22,1046,237,255,21,0.67024128686327077,NW,0.11    
14220670,39,22,1046,240,255,21,2.3458445040214477,NE,0.11     
14282593,39,21,1046,239,255,21,3.3512064343163538,NE,0.11     
14344712,39,21,1046,239,819,21,1.0053619302949061,???,0.11    
14406743,39,21,1046,239,255,21,1.0053619302949061,???,0.11    
14468883,39,21,1046,236,819,21,0.67024128686327077,???,0.11   
14530831,39,22,1046,235,255,21,0.67024128686327077,???,0.11   
14592772,38,22,1046,235,255,21,1.3404825737265415,???,0.11    
14655135,38,22,1046,238,255,21,1.3404825737265415,???,0.11    
14717199,38,22,1046,243,818,21,2.3458445040214477,???,0.11    
14779287,39,22,1046,242,255,21,1.3404825737265415,S,0.11      
14841204,39,21,1046,241,255,21,2.0107238605898123,???,0.11    
14903119,39,21,1046,242,255,21,1.6756032171581769,SW,0.11     
14965112,39,21,1046,243,819,21,1.3404825737265415,???,0.11    
15027023,39,21,1046,243,255,21,2.6809651474530831,???,0.11    
15088932,40,21,1046,245,255,21,0.67024128686327077,???,0.11   
15150840,40,21,1046,243,255,21,2.0107238605898123,???,0.11    
15212807,40,21,1046,243,819,21,1.6756032171581769,???,0.11    
15274720,39,21,1046,237,255,21,1.0053619302949061,???,0.11    
15336713,39,21,1046,239,255,21,0.67024128686327077,???,0.11   
15398661,39,21,1046,236,255,21,2.3458445040214477,???,0.11    
15460569,39,21,1046,237,255,21,1.0053619302949061,???,0.11    
15522524,38,21,1046,237,255,21,1.3404825737265415,???,0.11    
15584472,38,21,1046,242,255,21,1.0053619302949061,???,0.11    
15646424,39,21,1046,247,255,21,1.6756032171581769,???,0.11    
15708407,39,20,1046,246,255,21,2.0107238605898123,???,0.11    
15770317,40,20,1046,247,255,21,2.3458445040214477,???,0.11    
15832397,40,20,1046,245,820,21,2.3458445040214477,S,0.11      
15894374,40,20,1046,246,255,21,2.3458445040214477,???,0.11    
15956411,40,20,1046,236,819,21,1.3404825737265415,???,0.11    
16018324,40,20,1046,242,255,21,1.3404825737265415,???,0.11    
16080468,40,20,1046,243,255,21,0.67024128686327077,NE,0.11    
16142381,39,21,1046,234,255,21,2.0107238605898123,???,0.11    
16204293,39,21,1046,235,255,21,1.0053619302949061,???,0.11    
16266249,39,20,1046,245,255,21,1.3404825737265415,???,0.11    
16328153,39,21,1046,234,255,21,0.67024128686327077,S,0.11     
16390067,38,21,1046,233,255,21,2.0107238605898123,???,0.11    
16451979,38,21,1046,241,255,21,0.67024128686327077,SE,0.11    
16514051,37,22,1046,233,819,21,0.33512064343163538,???,0.11   
16575962,37,22,1046,233,255,21,1.3404825737265415,???,0.11    
16637922,37,22,1046,241,255,21,3.0160857908847185,???,0.11    
16699871,38,21,1046,247,255,21,2.0107238605898123,???,0.11    
16761802,38,21,1046,236,819,21,2.0107238605898123,???,0.11    
16823678,38,21,1046,241,820,22,2.0107238605898123,???,0.11    
16885611,38,21,1046,239,255,22,1.6756032171581769,???,0.11    
16947519,38,21,1046,238,255,22,2.6809651474530831,???,0.11    
17009481,38,22,1046,238,255,22,1.6756032171581769,???,0.11    
17071696,38,22,1046,238,255,22,3.0160857908847185,???,0.11    
17133608,38,21,1046,242,255,22,2.3458445040214477,???,0.11    
17195635,38,21,1046,237,818,22,1.6756032171581769,???,0.11    
17257593,38,22,1046,237,819,22,3.3512064343163538,S,0.11      
17319507,37,22,1046,237,819,22,0.33512064343163538,???,0.11   
17381517,37,22,1046,237,255,22,1.6756032171581769,???,0.11    
17443524,37,22,1046,233,819,22,1.6756032171581769,???,0.11    
17505413,37,22,1046,235,255,22,1.3404825737265415,???,0.11    
17567370,37,22,1046,239,819,22,3.3512064343163538,S,0.11      
17629289,37,21,1046,237,255,22,2.6809651474530831,???,0.11    
17691358,37,21,1046,238,255,22,1.0053619302949061,???,0.11    
17753354,37,21,1045,236,255,22,0.33512064343163538,???,0.11   
17815261,37,21,1045,239,255,22,0.67024128686327077,S,0.11     
17877231,38,21,1045,236,819,22,0.67024128686327077,???,0.11   
17939278,38,21,1045,236,255,22,1.0053619302949061,???,0.11    
18001416,37,21,1046,237,255,22,3.6863270777479892,???,0.11    
18063412,37,21,1045,235,255,22,3.6863270777479892,E,0.11      
18125370,37,21,1045,240,255,22,1.3404825737265415,???,0.11    
18187471,37,21,1045,242,255,22,1.6756032171581769,???,0.11    
18249386,37,21,1045,236,255,22,0.67024128686327077,SE,0.11    
18311299,37,21,1045,246,255,22,2.6809651474530831,???,0.11    
18373342,38,20,1045,249,819,22,0.67024128686327077,???,0.11   
18435311,38,19,1046,246,255,22,2.6809651474530831,???,0.11    
18497224,39,19,1046,246,255,22,1.3404825737265415,???,0.11    
18559130,39,20,1045,240,255,22,1.0053619302949061,???,0.11    
18621110,39,19,1045,245,255,22,1.6756032171581769,???,0.11    
18683259,39,19,1045,245,255,22,1.3404825737265415,???,0.11    
18745240,40,19,1046,246,255,22,0.33512064343163538,???,0.11   
18807310,39,19,1045,236,819,22,2.3458445040214477,S,0.11      
18869256,39,20,1045,236,255,22,1.3404825737265415,???,0.11    
18931248,39,20,1045,237,255,22,1.3404825737265415,???,0.11    
18993289,39,20,1045,241,820,22,0.33512064343163538,???,0.11   
19055194,39,20,1045,242,255,22,0.33512064343163538,???,0.11   
19117160,40,19,1045,249,255,22,1.0053619302949061,???,0.11    
19179119,40,18,1045,250,820,22,0.67024128686327077,S,0.11     
19241082,41,18,1045,250,255,22,2.6809651474530831,???,0.11    
19303154,41,17,1045,246,820,22,1.0053619302949061,???,0.11    
19365059,41,17,1045,237,255,22,1.6756032171581769,???,0.11    
19427062,40,18,1045,239,255,22,3.3512064343163538,???,0.11    
19488974,40,18,1045,241,255,22,1.6756032171581769,SE,0.11     
19551122,40,18,1045,245,255,22,0.33512064343163538,???,0.11   
19613106,41,18,1045,248,255,22,1.6756032171581769,S,0.11      
19675067,41,18,1045,239,255,22,1.6756032171581769,???,0.11    
19737232,40,18,1045,234,255,22,1.0053619302949061,???,0.11    
19799138,40,19,1045,239,255,22,0.33512064343163538,???,0.11   
19861047,40,18,1045,245,255,22,0.67024128686327077,S,0.11     
19922963,41,18,1045,251,255,22,1.0053619302949061,???,0.11    
19984875,42,17,1045,250,255,22,1.3404825737265415,???,0.11    
20046838,42,17,1045,247,255,22,1.3404825737265415,E,0.11      
20108752,43,16,1045,250,255,22,0.33512064343163538,???,0.11   
20170658,43,16,1045,246,255,22,0.33512064343163538,S,0.11     
20232575,43,16,1045,245,255,22,1.6756032171581769,SW,0.11     
20294548,43,17,1045,237,255,22,1.3404825737265415,???,0.11    
20356583,42,18,1045,239,819,22,1.3404825737265415,SW,0.11     
20418512,41,18,1045,241,255,22,6.032171581769437,???,0.11     
20480421,41,18,1045,243,255,22,1.3404825737265415,S,0.11      
20542505,42,17,1045,244,255,22,3.0160857908847185,???,0.11    
20604433,42,17,1045,250,255,22,1.3404825737265415,???,0.11    
20666361,43,16,1045,247,255,22,1.0053619302949061,???,0.11    
20728270,43,15,1045,248,255,22,0.33512064343163538,???,0.11   
20790302,43,15,1045,241,255,22,2.6809651474530831,NE,0.11     
20852214,43,15,1045,244,255,22,1.6756032171581769,???,0.11    
20914153,44,15,1045,246,821,22,1.3404825737265415,???,0.11    
20976220,44,15,1045,245,255,22,2.6809651474530831,???,0.11    
21038537,44,15,1045,240,255,22,0.67024128686327077,???,0.11   
21100433,44,16,1045,242,255,22,1.0053619302949061,???,0.11    
21162531,44,16,1045,236,255,22,0,???,0.11                     
21224623,42,17,1045,231,255,22,2.0107238605898123,???,0.11    
21286915,42,17,1045,232,255,22,2.0107238605898123,???,0.11    
21348990,41,18,1045,234,255,22,3.3512064343163538,???,0.11    
21410874,41,17,1045,243,255,22,0.67024128686327077,???,0.11   
21473238,42,15,1045,246,255,22,1.6756032171581769,???,0.11    
21535191,43,15,1045,245,255,22,1.6756032171581769,???,0.11    
21597269,43,15,1045,238,255,22,0.67024128686327077,???,0.11   
21659170,43,15,1045,242,255,22,3.3512064343163538,E,0.11      
21721102,42,15,1045,235,255,22,1.6756032171581769,???,0.11    
21783016,41,16,1045,230,255,22,2.0107238605898123,S,0.11      
21844955,40,17,1045,232,255,22,0.67024128686327077,???,0.11   
21906939,40,17,1045,235,255,22,1.6756032171581769,???,0.11    
21968845,40,17,1045,248,255,22,2.0107238605898123,???,0.11    
22030863,41,16,1045,236,255,22,3.0160857908847185,???,0.11    
22092958,40,17,1045,236,821,22,2.0107238605898123,???,0.11    
22154917,40,17,1045,234,255,23,0.67024128686327077,???,0.11   
22216826,39,17,1045,233,255,23,2.3458445040214477,???,0.11    
22278899,39,18,1045,230,820,23,1.0053619302949061,???,0.11    
22341015,38,18,1045,234,820,22,0.67024128686327077,???,0.11   
22402993,38,18,1045,234,255,22,1.0053619302949061,???,0.11    
22464903,38,18,1045,234,255,22,2.6809651474530831,???,0.11    
22526908,38,17,1045,236,255,22,4.3565683646112605,???,0.11    
22588843,39,17,1045,237,255,22,3.0160857908847185,???,0.11    
22650881,39,16,1045,244,255,22,4.3565683646112605,SW,0.11     
22712795,40,16,1045,236,255,22,1.0053619302949061,???,0.11    
22774786,39,16,1045,233,255,22,1.6756032171581769,S,0.11      
22836674,39,16,1045,232,255,22,2.0107238605898123,???,0.11    
22898583,39,16,1045,234,255,22,1.3404825737265415,???,0.11    
22960496,39,16,1045,239,255,22,3.0160857908847185,???,0.11    
23022467,40,15,1045,244,255,22,1.6756032171581769,???,0.11    
23084507,41,14,1045,247,255,22,4.0214477211796246,S,0.11      
23146480,42,14,1045,242,255,22,2.0107238605898123,S,0.11      
23208454,43,14,1045,240,255,22,3.3512064343163538,S,0.11      
23270418,42,14,1045,234,255,22,1.6756032171581769,???,0.11    
23332575,42,14,1045,234,255,23,2.3458445040214477,???,0.11    
23394510,42,14,1045,238,820,23,2.6809651474530831,???,0.11    
23456419,42,14,1045,241,255,23,2.0107238605898123,???,0.11    
23518459,42,14,1045,240,255,23,2.3458445040214477,???,0.11    
23580382,43,14,1045,242,821,23,2.0107238605898123,???,0.11    
23642529,43,13,1045,241,820,23,1.3404825737265415,???,0.11    
23704792,43,13,1045,238,255,23,0.67024128686327077,???,0.11   
23766839,44,13,1045,240,255,23,1.3404825737265415,???,0.11    
23828871,44,12,1045,241,255,23,4.3565683646112605,???,0.11    
23890816,44,12,1045,243,255,23,2.3458445040214477,???,0.11    
23952722,45,12,1044,241,255,23,1.6756032171581769,???,0.11    
24014814,44,13,1045,230,255,23,2.6809651474530831,???,0.11    
24076777,44,13,1044,238,255,23,2.3458445040214477,SW,0.11     
24138986,43,13,1044,229,255,23,3.6863270777479892,???,0.11    
24200962,42,14,1045,226,255,23,2.3458445040214477,???,0.11    
24262879,42,14,1045,233,255,23,2.0107238605898123,???,0.11    
24324886,42,13,1045,242,255,23,1.0053619302949061,???,0.11    
24386857,43,13,1045,242,255,23,2.6809651474530831,???,0.11    
24448770,44,12,1045,242,255,23,4.6916890080428954,S,0.11      
24510826,44,12,1045,237,255,23,3.0160857908847185,???,0.11    
24572736,44,12,1045,240,255,23,1.6756032171581769,???,0.11    
24634761,44,12,1045,239,822,23,2.3458445040214477,S,0.11      
24696805,45,12,1044,243,255,23,3.0160857908847185,???,0.11    
24758718,46,11,1044,243,255,23,2.6809651474530831,???,0.11    
24820630,46,11,1044,242,255,23,2.6809651474530831,???,0.11    
24882552,47,11,1044,242,255,23,1.0053619302949061,???,0.11    
24944455,47,11,1045,239,255,23,2.0107238605898123,???,0.11    
25006529,46,12,1044,235,255,23,2.0107238605898123,???,0.11    
25068502,45,12,1044,233,255,23,2.3458445040214477,???,0.11    
25130550,44,12,1045,231,255,23,2.6809651474530831,???,0.11    
25192601,44,12,1045,239,255,23,2.3458445040214477,???,0.11    
25254571,45,12,1044,243,255,23,1.3404825737265415,SW,0.11     
25316629,46,11,1044,244,255,23,2.0107238605898123,???,0.11    
25378793,46,11,1044,237,255,23,1.3404825737265415,???,0.11    
25440945,45,11,1044,238,255,23,3.0160857908847185,???,0.11    
25503006,45,11,1045,233,255,23,3.0160857908847185,SW,0.11     
25565323,44,12,1045,231,255,23,2.0107238605898123,???,0.11    
25627287,43,12,1045,231,255,23,1.3404825737265415,???,0.11    
25689199,43,13,1045,228,255,23,1.6756032171581769,???,0.11    
25751105,42,13,1045,227,255,23,1.6756032171581769,???,0.11    
25813038,40,14,1045,226,255,23,1.3404825737265415,???,0.11    
25875061,39,15,1045,227,821,23,2.3458445040214477,???,0.11    
25937276,39,15,1045,226,820,23,3.3512064343163538,???,0.11    
25999357,38,15,1045,229,255,23,1.6756032171581769,???,0.11    
26061507,38,15,1045,236,821,23,1.6756032171581769,S,0.11      
26123523,38,15,1045,229,255,23,4.0214477211796246,???,0.11    
26185431,38,15,1045,227,255,23,1.3404825737265415,???,0.11    
26247340,38,16,1045,227,255,23,0.67024128686327077,SW,0.11    
26309334,37,16,1045,228,820,23,0.67024128686327077,???,0.11   
26371287,38,15,1045,241,255,23,1.0053619302949061,???,0.11    
26433199,39,14,1045,237,255,23,2.0107238605898123,E,0.11      
